issue_id,principle,status,detection_label,file_path,entity,model,patch_blocks,tests_total,tests_passed,tests_failed,tests_skipped,tests_duration_ms,avg_cc_before,avg_cc_after,mi_before,mi_after,head_commit
OCP-042,OCP,applied_passed,,src/flask/cli.py,FlaskGroup.get_command,gemini-2.5-flash,1,0,0,0,0,251.79600715637207,4.37,4.28,29.36,28.69,8362b468c17ee251a75947265a5fee04524339ee
SRP-001,SRP,applied_passed,,src/flask/app.py,Flask.send_static_file,gemini-2.5-flash,3,0,0,0,0,340.562105178833,4.28,3.13,22.29,61.27,a6cbedc071a865820fdb574f5feabc57a1a98c70
SRP-004,SRP,applied_passed,,src/flask/app.py,Flask.run,gemini-2.5-flash,2,0,0,0,0,309.31806564331055,4.26,7.99,22.54,51.24,2b3e8db944f226f655a9254164d47906ed8b3316
SRP-005,SRP,applied_passed,,src/flask/app.py,Flask.test_client,gemini-2.5-flash,2,0,0,0,0,301.4540672302246,3.97,2.96,24.26,58.91,785f58ed5f5f2999802420ca0cbbf1324851ba76
SRP-014,SRP,applied_passed,,src/flask/blueprints.py,Blueprint.get_send_file_max_age,gemini-2.5-flash,1,0,0,0,0,249.04394149780273,2.4,2.25,81.73,86.16,9d63d5a7638b990a55c3f5c872c6d928750a922c
SRP-025,SRP,applied_passed,,src/flask/sansio/app.py,App.auto_find_instance_path,gemini-2.5-flash,3,0,0,0,0,277.9397964477539,2.38,2.19,32.43,66.22,01c9dfea03ec02399ef7b645e0756fb1a298da40
SRP-030,SRP,applied_passed,,src/flask/sansio/scaffold.py,Scaffold.static_folder,gemini-2.5-flash,4,0,0,0,0,288.5158061981201,1.88,1.44,43.85,71.94,7d0e73825396c4e5a51e741aa3f27f1ee74aa81a
SRP-036,SRP,applied_passed,,src/flask/json/provider.py,JSONProvider.response,gemini-2.5-flash-lite,2,477,474,0,3,984.4648838043213,2.38,2.4,58.28,57.72,37a0faf0908bdac00debfc7e8b4a0101a2c92f30
SRP-040,SRP,applied_passed,,src/flask/sansio/blueprints.py,Blueprint.register,gemini-2.5-flash-lite,1,477,474,0,3,1147.719144821167,2.62,2.58,45.14,44.89,ec40699e52076720e275c0b697db7f03e4e494f9
SRP-043,SRP,applied_passed,,src/flask/ctx.py,AppContext,gemini-2.5-flash,7,0,0,0,0,256.01911544799805,2.03,2.25,49.53,67.45,51e7104426bd53b9df4574cb744e8e2cf224ed92
SRP-044,SRP,applied_passed,,src/flask/sessions.py,SessionInterface,gemini-2.5-flash,4,0,0,0,0,249.94301795959473,1.81,1.75,59.25,64.47,e7aac36b5aa5dc7e5ed067987cbdd6e24c7e7c37
SRP-046,SRP,applied_passed,,src/flask/config.py,Config,gemini-2.5-flash,9,477,474,0,3,1034.4960689544678,3.06,2.84,57.45,62.48,d74e184d84d2b6a98f6364706476a3d358f7cdd4
SRP-061,SRP,applied_passed,,src/flask/cli.py,FlaskGroup.get_command,gemini-2.5-flash,3,0,0,0,0,253.85117530822754,4.67,4.58,26.77,26.14,755b1dfeb11f3c0b45886f41c1d7ff017e60d391
